"STATE","Year","CAUSE","FIRETYPE","SIZECLASS","count"
"New Mexico",1996,"Natural","Unknown",80,4
"New Mexico",1996,"Natural","Unknown",262.5,6
"New Mexico",1996,"Natural","Unknown",5000,2
"New Mexico",1997,"","False Alarm",NA,46
"New Mexico",1997,"","Prescribed fire",2,1
"New Mexico",1997,"","Prescribed fire",22,4
"New Mexico",1997,"","Prescribed fire",80,6
"New Mexico",1997,"","Prescribed fire",262.5,3
"New Mexico",1997,"","Prescribed fire",1214,7
"New Mexico",1997,"","Prescribed fire",NA,1
"New Mexico",1997,"","Support action/Assist fire",NA,193
"New Mexico",1997,"Human","Active/Suppressed",0.05,106
"New Mexico",1997,"Human","Active/Suppressed",2,77
"New Mexico",1997,"Human","Active/Suppressed",22,23
"New Mexico",1997,"Human","Active/Suppressed",80,3
"New Mexico",1997,"Human","Active/Suppressed",262.5,1
"New Mexico",1997,"Human","Active/Suppressed",1214,1
"New Mexico",1997,"Human","Active/Suppressed",NA,1
"New Mexico",1997,"Human","Natural out",NA,9
"New Mexico",1997,"Human","Prescribed fire",0.05,2
"New Mexico",1997,"Human","Prescribed fire",2,4
"New Mexico",1997,"Human","Prescribed fire",22,5
"New Mexico",1997,"Human","Prescribed fire",80,3
"New Mexico",1997,"Human","Prescribed fire",262.5,1
"New Mexico",1997,"Human","Prescribed fire",1214,1
"New Mexico",1997,"Human","Prescribed fire",NA,2
"New Mexico",1997,"Human","Unknown",0.05,91
"New Mexico",1997,"Human","Unknown",2,28
"New Mexico",1997,"Human","Unknown",22,9
"New Mexico",1997,"Human","Unknown",1214,1
"New Mexico",1997,"Natural","Active/Suppressed",0.05,70
"New Mexico",1997,"Natural","Active/Suppressed",2,42
"New Mexico",1997,"Natural","Active/Suppressed",22,8
"New Mexico",1997,"Natural","Active/Suppressed",80,1
"New Mexico",1997,"Natural","Active/Suppressed",1214,1
"New Mexico",1997,"Natural","Active/Suppressed",NA,2
"New Mexico",1997,"Natural","Natural out",0.05,6
"New Mexico",1997,"Natural","Natural out",2,1
"New Mexico",1997,"Natural","Natural out",NA,1
"New Mexico",1997,"Natural","Prescribed fire",0.05,1
"New Mexico",1997,"Natural","Prescribed fire",1214,1
"New Mexico",1997,"Natural","Unknown",0.05,185
"New Mexico",1997,"Natural","Unknown",2,158
"New Mexico",1997,"Natural","Unknown",22,20
"New Mexico",1997,"Natural","Unknown",80,3
"New Mexico",1997,"Natural","Unknown",262.5,4
"New Mexico",1997,"Natural","Unknown",1214,1
"New Mexico",1997,"Natural","Unknown",5000,1
"New Mexico",1998,"","Active/Suppressed",2,1
"New Mexico",1998,"","Active/Suppressed",22,1
"New Mexico",1998,"","Active/Suppressed",262.5,2
"New Mexico",1998,"","False Alarm",NA,63
"New Mexico",1998,"","Natural out",0.05,1
"New Mexico",1998,"","Natural out",2,1
"New Mexico",1998,"","Prescribed fire",2,1
"New Mexico",1998,"","Prescribed fire",22,3
"New Mexico",1998,"","Prescribed fire",80,2
"New Mexico",1998,"","Prescribed fire",262.5,10
"New Mexico",1998,"","Prescribed fire",1214,8
"New Mexico",1998,"","Prescribed fire",5000,2
"New Mexico",1998,"","Prescribed fire",NA,11
"New Mexico",1998,"","Support action/Assist fire",NA,362
"New Mexico",1998,"Human","Active/Suppressed",0.05,127
"New Mexico",1998,"Human","Active/Suppressed",2,134
"New Mexico",1998,"Human","Active/Suppressed",22,20
"New Mexico",1998,"Human","Active/Suppressed",80,3
"New Mexico",1998,"Human","Active/Suppressed",262.5,2
"New Mexico",1998,"Human","Active/Suppressed",1214,2
"New Mexico",1998,"Human","Active/Suppressed",NA,1
"New Mexico",1998,"Human","Natural out",0.05,3
"New Mexico",1998,"Human","Natural out",2,3
"New Mexico",1998,"Human","Natural out",22,2
"New Mexico",1998,"Human","Prescribed fire",0.05,1
"New Mexico",1998,"Human","Prescribed fire",2,4
"New Mexico",1998,"Human","Prescribed fire",22,3
"New Mexico",1998,"Human","Prescribed fire",80,1
"New Mexico",1998,"Human","Prescribed fire",262.5,3
"New Mexico",1998,"Human","Prescribed fire",1214,2
"New Mexico",1998,"Human","Prescribed fire",NA,4
"New Mexico",1998,"Human","Unknown",0.05,96
"New Mexico",1998,"Human","Unknown",2,39
"New Mexico",1998,"Human","Unknown",22,9
"New Mexico",1998,"Human","Unknown",80,2
"New Mexico",1998,"Human","Unknown",262.5,1
"New Mexico",1998,"Human","Unknown",5000,1
"New Mexico",1998,"Natural","Active/Suppressed",0.05,62
"New Mexico",1998,"Natural","Active/Suppressed",2,39
"New Mexico",1998,"Natural","Active/Suppressed",22,7
"New Mexico",1998,"Natural","Active/Suppressed",80,2
"New Mexico",1998,"Natural","Active/Suppressed",262.5,1
"New Mexico",1998,"Natural","Active/Suppressed",1214,1
"New Mexico",1998,"Natural","Active/Suppressed",NA,1
"New Mexico",1998,"Natural","Natural out",0.05,5
"New Mexico",1998,"Natural","Natural out",2,1
"New Mexico",1998,"Natural","Natural out",22,1
"New Mexico",1998,"Natural","Unknown",0.05,127
"New Mexico",1998,"Natural","Unknown",2,77
"New Mexico",1998,"Natural","Unknown",22,10
"New Mexico",1998,"Natural","Unknown",80,3
"New Mexico",1998,"Natural","Unknown",262.5,3
"New Mexico",1998,"Natural","Unknown",1214,4
"New Mexico",1999,"","False Alarm",NA,55
"New Mexico",1999,"","Natural out",0.05,1
"New Mexico",1999,"","Prescribed fire",22,1
"New Mexico",1999,"","Prescribed fire",80,6
"New Mexico",1999,"","Prescribed fire",262.5,6
"New Mexico",1999,"","Prescribed fire",1214,3
"New Mexico",1999,"","Prescribed fire",NA,11
"New Mexico",1999,"","Support action/Assist fire",0.05,1
"New Mexico",1999,"","Support action/Assist fire",2,2
"New Mexico",1999,"","Support action/Assist fire",NA,429
"New Mexico",1999,"Human","Active/Suppressed",0.05,182
"New Mexico",1999,"Human","Active/Suppressed",2,146
"New Mexico",1999,"Human","Active/Suppressed",22,13
"New Mexico",1999,"Human","Active/Suppressed",80,2
"New Mexico",1999,"Human","Active/Suppressed",262.5,1
"New Mexico",1999,"Human","Active/Suppressed",1214,5
"New Mexico",1999,"Human","Natural out",0.05,2
"New Mexico",1999,"Human","Natural out",2,2
"New Mexico",1999,"Human","Prescribed fire",0.05,2
"New Mexico",1999,"Human","Prescribed fire",2,6
"New Mexico",1999,"Human","Prescribed fire",22,4
"New Mexico",1999,"Human","Prescribed fire",80,3
"New Mexico",1999,"Human","Prescribed fire",262.5,10
"New Mexico",1999,"Human","Prescribed fire",1214,5
"New Mexico",1999,"Human","Prescribed fire",5000,2
"New Mexico",1999,"Human","Prescribed fire",NA,2
"New Mexico",1999,"Human","Support action/Assist fire",2,4
"New Mexico",1999,"Human","Support action/Assist fire",22,2
"New Mexico",1999,"Human","Support action/Assist fire",80,2
"New Mexico",1999,"Human","Support action/Assist fire",262.5,1
"New Mexico",1999,"Human","Support action/Assist fire",1214,2
"New Mexico",1999,"Human","Support action/Assist fire",NA,4
"New Mexico",1999,"Human","Unknown",0.05,48
"New Mexico",1999,"Human","Unknown",2,32
"New Mexico",1999,"Human","Unknown",22,3
"New Mexico",1999,"Human","Unknown",80,1
"New Mexico",1999,"Human","Unknown",262.5,2
"New Mexico",1999,"Human","Unknown",1214,2
"New Mexico",1999,"Natural","Active/Suppressed",0.05,66
"New Mexico",1999,"Natural","Active/Suppressed",2,50
"New Mexico",1999,"Natural","Active/Suppressed",22,7
"New Mexico",1999,"Natural","Active/Suppressed",80,1
"New Mexico",1999,"Natural","Active/Suppressed",262.5,1
"New Mexico",1999,"Natural","Active/Suppressed",1214,1
"New Mexico",1999,"Natural","Active/Suppressed",5000,1
"New Mexico",1999,"Natural","Natural out",0.05,8
"New Mexico",1999,"Natural","Natural out",2,3
"New Mexico",1999,"Natural","Prescribed fire",2,1
"New Mexico",1999,"Natural","Support action/Assist fire",2,1
"New Mexico",1999,"Natural","Support action/Assist fire",22,4
"New Mexico",1999,"Natural","Support action/Assist fire",1214,1
"New Mexico",1999,"Natural","Support action/Assist fire",NA,6
"New Mexico",1999,"Natural","Unknown",0.05,207
"New Mexico",1999,"Natural","Unknown",2,107
"New Mexico",1999,"Natural","Unknown",22,16
"New Mexico",1999,"Natural","Unknown",262.5,2
"New Mexico",2000,"","Active/Suppressed",2,1
"New Mexico",2000,"","Active/Suppressed",NA,1
"New Mexico",2000,"","False Alarm",NA,90
"New Mexico",2000,"","Natural out",0.05,2
"New Mexico",2000,"","Natural out",2,1
"New Mexico",2000,"","Natural out",80,1
"New Mexico",2000,"","Prescribed fire",2,5
"New Mexico",2000,"","Prescribed fire",22,5
"New Mexico",2000,"","Prescribed fire",80,3
"New Mexico",2000,"","Prescribed fire",262.5,3
"New Mexico",2000,"","Prescribed fire",1214,1
"New Mexico",2000,"","Prescribed fire",NA,6
"New Mexico",2000,"","Support action/Assist fire",0.05,1
"New Mexico",2000,"","Support action/Assist fire",NA,561
"New Mexico",2000,"Human","Active/Suppressed",0.05,197
"New Mexico",2000,"Human","Active/Suppressed",2,212
"New Mexico",2000,"Human","Active/Suppressed",22,41
"New Mexico",2000,"Human","Active/Suppressed",80,11
"New Mexico",2000,"Human","Active/Suppressed",262.5,4
"New Mexico",2000,"Human","Active/Suppressed",1214,9
"New Mexico",2000,"Human","Active/Suppressed",5000,4
"New Mexico",2000,"Human","Active/Suppressed",NA,1
"New Mexico",2000,"Human","False Alarm",NA,3
"New Mexico",2000,"Human","Natural out",0.05,3
"New Mexico",2000,"Human","Natural out",2,2
"New Mexico",2000,"Human","Natural out",262.5,1
"New Mexico",2000,"Human","Prescribed fire",2,5
"New Mexico",2000,"Human","Prescribed fire",22,4
"New Mexico",2000,"Human","Prescribed fire",80,5
"New Mexico",2000,"Human","Prescribed fire",262.5,1
"New Mexico",2000,"Human","Prescribed fire",1214,1
"New Mexico",2000,"Human","Prescribed fire",NA,4
"New Mexico",2000,"Human","Support action/Assist fire",0.05,4
"New Mexico",2000,"Human","Support action/Assist fire",2,4
"New Mexico",2000,"Human","Support action/Assist fire",22,2
"New Mexico",2000,"Human","Support action/Assist fire",80,1
"New Mexico",2000,"Human","Support action/Assist fire",5000,1
"New Mexico",2000,"Human","Support action/Assist fire",NA,18
"New Mexico",2000,"Human","Unknown",0.05,47
"New Mexico",2000,"Human","Unknown",2,41
"New Mexico",2000,"Human","Unknown",22,6
"New Mexico",2000,"Human","Unknown",80,2
"New Mexico",2000,"Human","Unknown",262.5,1
"New Mexico",2000,"Human","Unknown",1214,1
"New Mexico",2000,"Human","Unknown",5000,4
"New Mexico",2000,"Natural","Active/Suppressed",0.05,228
"New Mexico",2000,"Natural","Active/Suppressed",2,179
"New Mexico",2000,"Natural","Active/Suppressed",22,28
"New Mexico",2000,"Natural","Active/Suppressed",80,7
"New Mexico",2000,"Natural","Active/Suppressed",262.5,5
"New Mexico",2000,"Natural","Active/Suppressed",1214,6
"New Mexico",2000,"Natural","Active/Suppressed",5000,1
"New Mexico",2000,"Natural","False Alarm",NA,2
"New Mexico",2000,"Natural","Natural out",0.05,8
"New Mexico",2000,"Natural","Natural out",2,1
"New Mexico",2000,"Natural","Prescribed fire",0.05,1
"New Mexico",2000,"Natural","Support action/Assist fire",0.05,1
"New Mexico",2000,"Natural","Support action/Assist fire",2,6
"New Mexico",2000,"Natural","Support action/Assist fire",22,8
"New Mexico",2000,"Natural","Support action/Assist fire",80,1
"New Mexico",2000,"Natural","Support action/Assist fire",1214,1
"New Mexico",2000,"Natural","Support action/Assist fire",5000,1
"New Mexico",2000,"Natural","Support action/Assist fire",NA,23
"New Mexico",2000,"Natural","Unknown",0.05,373
"New Mexico",2000,"Natural","Unknown",2,330
"New Mexico",2000,"Natural","Unknown",22,53
"New Mexico",2000,"Natural","Unknown",80,3
"New Mexico",2000,"Natural","Unknown",262.5,9
"New Mexico",2000,"Natural","Unknown",1214,5
"New Mexico",2000,"Natural","Unknown",5000,2
"New Mexico",2001,"","False Alarm",NA,78
"New Mexico",2001,"","Prescribed fire",2,1
"New Mexico",2001,"","Prescribed fire",22,5
"New Mexico",2001,"","Prescribed fire",80,14
"New Mexico",2001,"","Prescribed fire",262.5,10
"New Mexico",2001,"","Prescribed fire",1214,7
"New Mexico",2001,"","Prescribed fire",NA,7
"New Mexico",2001,"","Support action/Assist fire",0.05,2
"New Mexico",2001,"","Support action/Assist fire",2,1
"New Mexico",2001,"","Support action/Assist fire",NA,413
"New Mexico",2001,"Human","Active/Suppressed",0.05,181
"New Mexico",2001,"Human","Active/Suppressed",2,116
"New Mexico",2001,"Human","Active/Suppressed",22,10
"New Mexico",2001,"Human","Active/Suppressed",80,1
"New Mexico",2001,"Human","Active/Suppressed",262.5,2
"New Mexico",2001,"Human","Active/Suppressed",1214,2
"New Mexico",2001,"Human","Active/Suppressed",NA,1
"New Mexico",2001,"Human","False Alarm",NA,1
"New Mexico",2001,"Human","Natural out",0.05,1
"New Mexico",2001,"Human","Natural out",2,3
"New Mexico",2001,"Human","Natural out",22,1
"New Mexico",2001,"Human","Prescribed fire",0.05,1
"New Mexico",2001,"Human","Prescribed fire",2,4
"New Mexico",2001,"Human","Prescribed fire",22,8
"New Mexico",2001,"Human","Prescribed fire",80,7
"New Mexico",2001,"Human","Prescribed fire",262.5,4
"New Mexico",2001,"Human","Prescribed fire",1214,4
"New Mexico",2001,"Human","Prescribed fire",5000,1
"New Mexico",2001,"Human","Support action/Assist fire",0.05,2
"New Mexico",2001,"Human","Support action/Assist fire",2,3
"New Mexico",2001,"Human","Support action/Assist fire",22,1
"New Mexico",2001,"Human","Support action/Assist fire",NA,1
"New Mexico",2001,"Human","Unknown",0.05,44
"New Mexico",2001,"Human","Unknown",2,25
"New Mexico",2001,"Human","Unknown",22,3
"New Mexico",2001,"Human","Unknown",80,2
"New Mexico",2001,"Human","Unknown",1214,1
"New Mexico",2001,"Natural","Active/Suppressed",0.05,178
"New Mexico",2001,"Natural","Active/Suppressed",2,107
"New Mexico",2001,"Natural","Active/Suppressed",22,11
"New Mexico",2001,"Natural","Active/Suppressed",80,3
"New Mexico",2001,"Natural","Active/Suppressed",262.5,4
"New Mexico",2001,"Natural","Active/Suppressed",1214,4
"New Mexico",2001,"Natural","Natural out",0.05,18
"New Mexico",2001,"Natural","Natural out",2,1
"New Mexico",2001,"Natural","Prescribed fire",262.5,1
"New Mexico",2001,"Natural","Support action/Assist fire",2,1
"New Mexico",2001,"Natural","Support action/Assist fire",22,2
"New Mexico",2001,"Natural","Support action/Assist fire",80,1
"New Mexico",2001,"Natural","Support action/Assist fire",262.5,1
"New Mexico",2001,"Natural","Support action/Assist fire",1214,1
"New Mexico",2001,"Natural","Support action/Assist fire",NA,9
"New Mexico",2001,"Natural","Unknown",0.05,237
"New Mexico",2001,"Natural","Unknown",2,213
"New Mexico",2001,"Natural","Unknown",22,32
"New Mexico",2001,"Natural","Unknown",80,6
"New Mexico",2001,"Natural","Unknown",262.5,4
"New Mexico",2001,"Natural","Unknown",1214,4
"New Mexico",2002,"","False Alarm",NA,99
"New Mexico",2002,"","Natural out",0.05,1
"New Mexico",2002,"","Natural out",2,2
"New Mexico",2002,"","Prescribed fire",0.05,1
"New Mexico",2002,"","Prescribed fire",22,6
"New Mexico",2002,"","Prescribed fire",80,7
"New Mexico",2002,"","Prescribed fire",262.5,3
"New Mexico",2002,"","Prescribed fire",1214,6
"New Mexico",2002,"","Prescribed fire",NA,2
"New Mexico",2002,"","Support action/Assist fire",NA,571
"New Mexico",2002,"Human","Active/Suppressed",0.05,259
"New Mexico",2002,"Human","Active/Suppressed",2,173
"New Mexico",2002,"Human","Active/Suppressed",22,32
"New Mexico",2002,"Human","Active/Suppressed",80,4
"New Mexico",2002,"Human","Active/Suppressed",262.5,1
"New Mexico",2002,"Human","Active/Suppressed",1214,2
"New Mexico",2002,"Human","Active/Suppressed",5000,1
"New Mexico",2002,"Human","Active/Suppressed",NA,1
"New Mexico",2002,"Human","False Alarm",NA,1
"New Mexico",2002,"Human","Natural out",0.05,4
"New Mexico",2002,"Human","Natural out",2,2
"New Mexico",2002,"Human","Prescribed fire",0.05,2
"New Mexico",2002,"Human","Prescribed fire",2,1
"New Mexico",2002,"Human","Prescribed fire",22,10
"New Mexico",2002,"Human","Prescribed fire",80,5
"New Mexico",2002,"Human","Prescribed fire",262.5,5
"New Mexico",2002,"Human","Prescribed fire",1214,3
"New Mexico",2002,"Human","Support action/Assist fire",0.05,2
"New Mexico",2002,"Human","Support action/Assist fire",2,4
"New Mexico",2002,"Human","Support action/Assist fire",22,1
"New Mexico",2002,"Human","Support action/Assist fire",80,1
"New Mexico",2002,"Human","Support action/Assist fire",262.5,1
"New Mexico",2002,"Human","Support action/Assist fire",NA,18
"New Mexico",2002,"Human","Unknown",0.05,64
"New Mexico",2002,"Human","Unknown",2,34
"New Mexico",2002,"Human","Unknown",22,1
"New Mexico",2002,"Human","Unknown",80,1
"New Mexico",2002,"Human","Unknown",262.5,3
"New Mexico",2002,"Human","Unknown",1214,1
"New Mexico",2002,"Human","Unknown",5000,2
"New Mexico",2002,"Natural","Active/Suppressed",0.05,244
"New Mexico",2002,"Natural","Active/Suppressed",2,112
"New Mexico",2002,"Natural","Active/Suppressed",22,8
"New Mexico",2002,"Natural","Active/Suppressed",80,1
"New Mexico",2002,"Natural","Active/Suppressed",262.5,5
"New Mexico",2002,"Natural","Active/Suppressed",1214,2
"New Mexico",2002,"Natural","Active/Suppressed",5000,4
"New Mexico",2002,"Natural","False Alarm",NA,1
"New Mexico",2002,"Natural","Natural out",0.05,38
"New Mexico",2002,"Natural","Natural out",2,1
"New Mexico",2002,"Natural","Prescribed fire",262.5,1
"New Mexico",2002,"Natural","Support action/Assist fire",0.05,6
"New Mexico",2002,"Natural","Support action/Assist fire",2,5
"New Mexico",2002,"Natural","Support action/Assist fire",22,7
"New Mexico",2002,"Natural","Support action/Assist fire",80,1
"New Mexico",2002,"Natural","Support action/Assist fire",262.5,2
"New Mexico",2002,"Natural","Support action/Assist fire",5000,2
"New Mexico",2002,"Natural","Support action/Assist fire",NA,16
"New Mexico",2002,"Natural","Unknown",0.05,273
"New Mexico",2002,"Natural","Unknown",2,224
"New Mexico",2002,"Natural","Unknown",22,32
"New Mexico",2002,"Natural","Unknown",80,4
"New Mexico",2002,"Natural","Unknown",262.5,4
"New Mexico",2002,"Natural","Unknown",1214,1
"New Mexico",2002,"Natural","Unknown",5000,2
"New Mexico",2003,"","Active/Suppressed",2,1
"New Mexico",2003,"","False Alarm",NA,68
"New Mexico",2003,"","Natural out",0.05,3
"New Mexico",2003,"","Prescribed fire",2,1
"New Mexico",2003,"","Prescribed fire",80,1
"New Mexico",2003,"","Prescribed fire",262.5,3
"New Mexico",2003,"","Prescribed fire",1214,1
"New Mexico",2003,"","Prescribed fire",NA,2
"New Mexico",2003,"","Support action/Assist fire",NA,398
"New Mexico",2003,"Human","Active/Suppressed",0.05,122
"New Mexico",2003,"Human","Active/Suppressed",2,75
"New Mexico",2003,"Human","Active/Suppressed",22,4
"New Mexico",2003,"Human","Active/Suppressed",262.5,2
"New Mexico",2003,"Human","Active/Suppressed",1214,1
"New Mexico",2003,"Human","False Alarm",NA,1
"New Mexico",2003,"Human","Natural out",0.05,3
"New Mexico",2003,"Human","Natural out",2,1
"New Mexico",2003,"Human","Prescribed fire",2,2
"New Mexico",2003,"Human","Prescribed fire",22,9
"New Mexico",2003,"Human","Prescribed fire",80,6
"New Mexico",2003,"Human","Prescribed fire",262.5,6
"New Mexico",2003,"Human","Prescribed fire",1214,1
"New Mexico",2003,"Human","Support action/Assist fire",0.05,1
"New Mexico",2003,"Human","Support action/Assist fire",2,2
"New Mexico",2003,"Human","Support action/Assist fire",22,1
"New Mexico",2003,"Human","Support action/Assist fire",80,1
"New Mexico",2003,"Human","Support action/Assist fire",262.5,1
"New Mexico",2003,"Human","Support action/Assist fire",NA,6
"New Mexico",2003,"Human","Unknown",0.05,46
"New Mexico",2003,"Human","Unknown",2,30
"New Mexico",2003,"Human","Unknown",22,4
"New Mexico",2003,"Human","Unknown",262.5,1
"New Mexico",2003,"Human","Unknown",1214,1
"New Mexico",2003,"Natural","Active/Suppressed",0.05,243
"New Mexico",2003,"Natural","Active/Suppressed",2,101
"New Mexico",2003,"Natural","Active/Suppressed",22,8
"New Mexico",2003,"Natural","Active/Suppressed",80,3
"New Mexico",2003,"Natural","Active/Suppressed",262.5,1
"New Mexico",2003,"Natural","Active/Suppressed",1214,1
"New Mexico",2003,"Natural","Active/Suppressed",5000,2
"New Mexico",2003,"Natural","False Alarm",NA,2
"New Mexico",2003,"Natural","Natural out",0.05,28
"New Mexico",2003,"Natural","Support action/Assist fire",0.05,6
"New Mexico",2003,"Natural","Support action/Assist fire",2,11
"New Mexico",2003,"Natural","Support action/Assist fire",22,1
"New Mexico",2003,"Natural","Support action/Assist fire",80,1
"New Mexico",2003,"Natural","Support action/Assist fire",262.5,1
"New Mexico",2003,"Natural","Support action/Assist fire",1214,2
"New Mexico",2003,"Natural","Support action/Assist fire",5000,5
"New Mexico",2003,"Natural","Support action/Assist fire",NA,17
"New Mexico",2003,"Natural","Unknown",0.05,349
"New Mexico",2003,"Natural","Unknown",2,332
"New Mexico",2003,"Natural","Unknown",22,37
"New Mexico",2003,"Natural","Unknown",80,8
"New Mexico",2003,"Natural","Unknown",262.5,2
"New Mexico",2003,"Natural","Unknown",1214,3
"New Mexico",2003,"Natural","Unknown",5000,5
"New Mexico",2004,"","False Alarm",NA,40
"New Mexico",2004,"","Prescribed fire",NA,2
"New Mexico",2004,"","Support action/Assist fire",2,1
"New Mexico",2004,"","Support action/Assist fire",22,1
"New Mexico",2004,"","Support action/Assist fire",80,1
"New Mexico",2004,"","Support action/Assist fire",NA,158
"New Mexico",2004,"Human","Active/Suppressed",0.05,110
"New Mexico",2004,"Human","Active/Suppressed",2,58
"New Mexico",2004,"Human","Active/Suppressed",22,12
"New Mexico",2004,"Human","Active/Suppressed",262.5,2
"New Mexico",2004,"Human","Active/Suppressed",5000,1
"New Mexico",2004,"Human","False Alarm",NA,2
"New Mexico",2004,"Human","Natural out",0.05,4
"New Mexico",2004,"Human","Prescribed fire",0.05,1
"New Mexico",2004,"Human","Prescribed fire",2,2
"New Mexico",2004,"Human","Prescribed fire",22,9
"New Mexico",2004,"Human","Prescribed fire",80,5
"New Mexico",2004,"Human","Prescribed fire",262.5,2
"New Mexico",2004,"Human","Prescribed fire",1214,1
"New Mexico",2004,"Human","Support action/Assist fire",22,1
"New Mexico",2004,"Human","Unknown",0.05,28
"New Mexico",2004,"Human","Unknown",2,32
"New Mexico",2004,"Human","Unknown",22,1
"New Mexico",2004,"Human","Unknown",262.5,1
"New Mexico",2004,"Human","Unknown",5000,2
"New Mexico",2004,"Natural","Active/Suppressed",0.05,171
"New Mexico",2004,"Natural","Active/Suppressed",2,55
"New Mexico",2004,"Natural","Active/Suppressed",22,4
"New Mexico",2004,"Natural","False Alarm",NA,1
"New Mexico",2004,"Natural","Natural out",0.05,14
"New Mexico",2004,"Natural","Natural out",2,2
"New Mexico",2004,"Natural","Natural out",22,1
"New Mexico",2004,"Natural","Prescribed fire",2,2
"New Mexico",2004,"Natural","Prescribed fire",22,1
"New Mexico",2004,"Natural","Prescribed fire",80,1
"New Mexico",2004,"Natural","Support action/Assist fire",0.05,1
"New Mexico",2004,"Natural","Support action/Assist fire",NA,2
"New Mexico",2004,"Natural","Unknown",0.05,240
"New Mexico",2004,"Natural","Unknown",2,153
"New Mexico",2004,"Natural","Unknown",22,14
"New Mexico",2004,"Natural","Unknown",80,3
"New Mexico",2004,"Natural","Unknown",262.5,1
"New Mexico",2004,"Natural","Unknown",1214,1
"New Mexico",2004,"Natural","Unknown",5000,2
"New Mexico",2005,"","False Alarm",0.05,1
"New Mexico",2005,"","False Alarm",NA,120
"New Mexico",2005,"","Natural out",0.05,1
"New Mexico",2005,"","Natural out",22,1
"New Mexico",2005,"","Support action/Assist fire",0.05,1
"New Mexico",2005,"","Support action/Assist fire",2,3
"New Mexico",2005,"","Support action/Assist fire",22,2
"New Mexico",2005,"","Support action/Assist fire",NA,226
"New Mexico",2005,"Human","Active/Suppressed",0.05,142
"New Mexico",2005,"Human","Active/Suppressed",2,116
"New Mexico",2005,"Human","Active/Suppressed",22,20
"New Mexico",2005,"Human","Active/Suppressed",80,5
"New Mexico",2005,"Human","Active/Suppressed",262.5,2
"New Mexico",2005,"Human","Active/Suppressed",1214,1
"New Mexico",2005,"Human","False Alarm",NA,1
"New Mexico",2005,"Human","Natural out",0.05,1
"New Mexico",2005,"Human","Prescribed fire",0.05,1
"New Mexico",2005,"Human","Prescribed fire",22,8
"New Mexico",2005,"Human","Prescribed fire",80,6
"New Mexico",2005,"Human","Prescribed fire",1214,2
"New Mexico",2005,"Human","Support action/Assist fire",0.05,2
"New Mexico",2005,"Human","Support action/Assist fire",1214,1
"New Mexico",2005,"Human","Support action/Assist fire",NA,16
"New Mexico",2005,"Human","Unknown",0.05,79
"New Mexico",2005,"Human","Unknown",2,34
"New Mexico",2005,"Human","Unknown",22,3
"New Mexico",2005,"Human","Unknown",80,2
"New Mexico",2005,"Human","Unknown",1214,1
"New Mexico",2005,"Natural","Active/Suppressed",0.05,144
"New Mexico",2005,"Natural","Active/Suppressed",2,73
"New Mexico",2005,"Natural","Active/Suppressed",22,17
"New Mexico",2005,"Natural","Active/Suppressed",80,1
"New Mexico",2005,"Natural","Active/Suppressed",262.5,1
"New Mexico",2005,"Natural","False Alarm",NA,1
"New Mexico",2005,"Natural","Natural out",0.05,25
"New Mexico",2005,"Natural","Natural out",2,6
"New Mexico",2005,"Natural","Natural out",22,2
"New Mexico",2005,"Natural","Support action/Assist fire",0.05,1
"New Mexico",2005,"Natural","Support action/Assist fire",2,7
"New Mexico",2005,"Natural","Support action/Assist fire",80,1
"New Mexico",2005,"Natural","Support action/Assist fire",1214,1
"New Mexico",2005,"Natural","Support action/Assist fire",5000,1
"New Mexico",2005,"Natural","Support action/Assist fire",NA,41
"New Mexico",2005,"Natural","Unknown",0.05,229
"New Mexico",2005,"Natural","Unknown",2,171
"New Mexico",2005,"Natural","Unknown",22,19
"New Mexico",2005,"Natural","Unknown",80,6
"New Mexico",2005,"Natural","Unknown",262.5,3
"New Mexico",2005,"Natural","Unknown",1214,1
"New Mexico",2005,"Natural","Unknown",5000,4
"New Mexico",2006,"","Active/Suppressed",2,1
"New Mexico",2006,"","Active/Suppressed",NA,25
"New Mexico",2006,"","False Alarm",0.05,1
"New Mexico",2006,"","False Alarm",NA,109
"New Mexico",2006,"","Support action/Assist fire",262.5,2
"New Mexico",2006,"","Support action/Assist fire",1214,2
"New Mexico",2006,"","Support action/Assist fire",5000,1
"New Mexico",2006,"","Support action/Assist fire",NA,424
"New Mexico",2006,"Human","Active/Suppressed",0.05,186
"New Mexico",2006,"Human","Active/Suppressed",2,155
"New Mexico",2006,"Human","Active/Suppressed",22,29
"New Mexico",2006,"Human","Active/Suppressed",80,1
"New Mexico",2006,"Human","Active/Suppressed",262.5,3
"New Mexico",2006,"Human","Active/Suppressed",1214,3
"New Mexico",2006,"Human","Active/Suppressed",5000,1
"New Mexico",2006,"Human","Active/Suppressed",NA,1
"New Mexico",2006,"Human","False Alarm",0.05,3
"New Mexico",2006,"Human","False Alarm",2,1
"New Mexico",2006,"Human","False Alarm",NA,13
"New Mexico",2006,"Human","Natural out",2,1
"New Mexico",2006,"Human","Natural out",22,2
"New Mexico",2006,"Human","Prescribed fire",2,1
"New Mexico",2006,"Human","Prescribed fire",22,11
"New Mexico",2006,"Human","Prescribed fire",80,2
"New Mexico",2006,"Human","Prescribed fire",262.5,2
"New Mexico",2006,"Human","Prescribed fire",1214,2
"New Mexico",2006,"Human","Support action/Assist fire",0.05,1
