"STATE","Year","CAUSE","FIRETYPE","SIZECLASS","count"
"New Mexico",2006,"Human","Support action/Assist fire",2,6
"New Mexico",2006,"Human","Support action/Assist fire",22,1
"New Mexico",2006,"Human","Support action/Assist fire",5000,2
"New Mexico",2006,"Human","Support action/Assist fire",NA,5
"New Mexico",2006,"Human","Unknown",0.05,57
"New Mexico",2006,"Human","Unknown",2,27
"New Mexico",2006,"Human","Unknown",22,3
"New Mexico",2006,"Human","Unknown",1214,1
"New Mexico",2006,"Human","Unknown",5000,1
"New Mexico",2006,"Natural","Active/Suppressed",0.05,184
"New Mexico",2006,"Natural","Active/Suppressed",2,90
"New Mexico",2006,"Natural","Active/Suppressed",22,9
"New Mexico",2006,"Natural","Active/Suppressed",80,4
"New Mexico",2006,"Natural","Active/Suppressed",262.5,2
"New Mexico",2006,"Natural","Active/Suppressed",1214,1
"New Mexico",2006,"Natural","Active/Suppressed",5000,1
"New Mexico",2006,"Natural","Active/Suppressed",NA,1
"New Mexico",2006,"Natural","False Alarm",NA,4
"New Mexico",2006,"Natural","Natural out",0.05,18
"New Mexico",2006,"Natural","Natural out",2,1
"New Mexico",2006,"Natural","Prescribed fire",0.05,2
"New Mexico",2006,"Natural","Prescribed fire",2,4
"New Mexico",2006,"Natural","Prescribed fire",262.5,1
"New Mexico",2006,"Natural","Support action/Assist fire",2,1
"New Mexico",2006,"Natural","Support action/Assist fire",NA,18
"New Mexico",2006,"Natural","Unknown",0.05,256
"New Mexico",2006,"Natural","Unknown",2,189
"New Mexico",2006,"Natural","Unknown",22,12
"New Mexico",2006,"Natural","Unknown",80,4
"New Mexico",2006,"Natural","Unknown",262.5,3
"New Mexico",2006,"Natural","Unknown",1214,5
"New Mexico",2006,"Natural","Unknown",5000,2
"New Mexico",2007,"","Active/Suppressed",NA,11
"New Mexico",2007,"","False Alarm",NA,74
"New Mexico",2007,"","Support action/Assist fire",2,1
"New Mexico",2007,"","Support action/Assist fire",22,3
"New Mexico",2007,"","Support action/Assist fire",262.5,1
"New Mexico",2007,"","Support action/Assist fire",1214,2
"New Mexico",2007,"","Support action/Assist fire",5000,3
"New Mexico",2007,"","Support action/Assist fire",NA,274
"New Mexico",2007,"Human","Active/Suppressed",0.05,86
"New Mexico",2007,"Human","Active/Suppressed",2,133
"New Mexico",2007,"Human","Active/Suppressed",22,25
"New Mexico",2007,"Human","Active/Suppressed",80,6
"New Mexico",2007,"Human","Active/Suppressed",262.5,6
"New Mexico",2007,"Human","Active/Suppressed",1214,1
"New Mexico",2007,"Human","Active/Suppressed",5000,1
"New Mexico",2007,"Human","False Alarm",0.05,2
"New Mexico",2007,"Human","False Alarm",NA,12
"New Mexico",2007,"Human","Natural out",0.05,1
"New Mexico",2007,"Human","Prescribed fire",0.05,1
"New Mexico",2007,"Human","Prescribed fire",2,7
"New Mexico",2007,"Human","Prescribed fire",22,12
"New Mexico",2007,"Human","Prescribed fire",80,8
"New Mexico",2007,"Human","Prescribed fire",262.5,4
"New Mexico",2007,"Human","Prescribed fire",1214,1
"New Mexico",2007,"Human","Support action/Assist fire",0.05,1
"New Mexico",2007,"Human","Support action/Assist fire",22,5
"New Mexico",2007,"Human","Support action/Assist fire",80,1
"New Mexico",2007,"Human","Support action/Assist fire",NA,6
"New Mexico",2007,"Human","Unknown",0.05,31
"New Mexico",2007,"Human","Unknown",2,12
"New Mexico",2007,"Human","Unknown",22,2
"New Mexico",2007,"Human","Unknown",5000,1
"New Mexico",2007,"Natural","Active/Suppressed",0.05,135
"New Mexico",2007,"Natural","Active/Suppressed",2,62
"New Mexico",2007,"Natural","Active/Suppressed",22,19
"New Mexico",2007,"Natural","Active/Suppressed",80,6
"New Mexico",2007,"Natural","Active/Suppressed",262.5,4
"New Mexico",2007,"Natural","Active/Suppressed",1214,1
"New Mexico",2007,"Natural","Active/Suppressed",NA,10
"New Mexico",2007,"Natural","False Alarm",NA,3
"New Mexico",2007,"Natural","Natural out",0.05,15
"New Mexico",2007,"Natural","Natural out",2,1
"New Mexico",2007,"Natural","Natural out",22,1
"New Mexico",2007,"Natural","Natural out",NA,1
"New Mexico",2007,"Natural","Prescribed fire",0.05,1
"New Mexico",2007,"Natural","Prescribed fire",2,3
"New Mexico",2007,"Natural","Prescribed fire",22,1
"New Mexico",2007,"Natural","Support action/Assist fire",0.05,3
"New Mexico",2007,"Natural","Support action/Assist fire",NA,5
"New Mexico",2007,"Natural","Unknown",0.05,202
"New Mexico",2007,"Natural","Unknown",2,136
"New Mexico",2007,"Natural","Unknown",22,12
"New Mexico",2007,"Natural","Unknown",80,3
"New Mexico",2007,"Natural","Unknown",262.5,5
"New Mexico",2007,"Natural","Unknown",1214,5
"New Mexico",2007,"Natural","Unknown",5000,2
"New Mexico",2007,"Undetermined","Active/Suppressed",2,1
"New Mexico",2008,"","Active/Suppressed",NA,17
"New Mexico",2008,"","False Alarm",NA,81
"New Mexico",2008,"","Support action/Assist fire",NA,262
"New Mexico",2008,"Human","Active/Suppressed",0.05,150
"New Mexico",2008,"Human","Active/Suppressed",2,196
"New Mexico",2008,"Human","Active/Suppressed",22,31
"New Mexico",2008,"Human","Active/Suppressed",80,11
"New Mexico",2008,"Human","Active/Suppressed",262.5,6
"New Mexico",2008,"Human","Active/Suppressed",1214,7
"New Mexico",2008,"Human","Active/Suppressed",5000,1
"New Mexico",2008,"Human","False Alarm",NA,2
"New Mexico",2008,"Human","Natural out",2,2
"New Mexico",2008,"Human","Prescribed fire",0.05,1
"New Mexico",2008,"Human","Prescribed fire",2,3
"New Mexico",2008,"Human","Prescribed fire",22,17
"New Mexico",2008,"Human","Prescribed fire",80,5
"New Mexico",2008,"Human","Prescribed fire",262.5,5
"New Mexico",2008,"Human","Prescribed fire",1214,1
"New Mexico",2008,"Human","Support action/Assist fire",0.05,3
"New Mexico",2008,"Human","Support action/Assist fire",2,2
"New Mexico",2008,"Human","Support action/Assist fire",22,5
"New Mexico",2008,"Human","Support action/Assist fire",262.5,1
"New Mexico",2008,"Human","Support action/Assist fire",1214,1
"New Mexico",2008,"Human","Support action/Assist fire",5000,4
"New Mexico",2008,"Human","Support action/Assist fire",NA,9
"New Mexico",2008,"Human","Unknown",0.05,34
"New Mexico",2008,"Human","Unknown",2,38
"New Mexico",2008,"Human","Unknown",22,4
"New Mexico",2008,"Human","Unknown",262.5,1
"New Mexico",2008,"Human","Unknown",1214,1
"New Mexico",2008,"Human","Unknown",5000,1
"New Mexico",2008,"Natural","Active/Suppressed",0.05,70
"New Mexico",2008,"Natural","Active/Suppressed",2,54
"New Mexico",2008,"Natural","Active/Suppressed",22,11
"New Mexico",2008,"Natural","Active/Suppressed",80,11
"New Mexico",2008,"Natural","Active/Suppressed",262.5,4
"New Mexico",2008,"Natural","Active/Suppressed",1214,5
"New Mexico",2008,"Natural","Active/Suppressed",5000,2
"New Mexico",2008,"Natural","False Alarm",NA,3
"New Mexico",2008,"Natural","Natural out",0.05,3
"New Mexico",2008,"Natural","Natural out",2,1
"New Mexico",2008,"Natural","Prescribed fire",0.05,1
"New Mexico",2008,"Natural","Support action/Assist fire",5000,1
"New Mexico",2008,"Natural","Support action/Assist fire",NA,4
"New Mexico",2008,"Natural","Unknown",0.05,100
"New Mexico",2008,"Natural","Unknown",2,59
"New Mexico",2008,"Natural","Unknown",22,12
"New Mexico",2008,"Natural","Unknown",80,4
"New Mexico",2008,"Natural","Unknown",262.5,5
"New Mexico",2008,"Natural","Unknown",5000,2
"New Mexico",2008,"Undetermined","Active/Suppressed",0.05,1
"New Mexico",2008,"Undetermined","Active/Suppressed",22,1
"New Mexico",2008,"Undetermined","Active/Suppressed",80,1
"New Mexico",2009,"","Active/Suppressed",NA,12
"New Mexico",2009,"","False Alarm",NA,80
"New Mexico",2009,"","Support action/Assist fire",0.05,1
"New Mexico",2009,"","Support action/Assist fire",NA,130
"New Mexico",2009,"Human","Active/Suppressed",0.05,91
"New Mexico",2009,"Human","Active/Suppressed",2,116
"New Mexico",2009,"Human","Active/Suppressed",22,30
"New Mexico",2009,"Human","Active/Suppressed",80,8
"New Mexico",2009,"Human","Active/Suppressed",262.5,11
"New Mexico",2009,"Human","Active/Suppressed",1214,5
"New Mexico",2009,"Human","Active/Suppressed",5000,1
"New Mexico",2009,"Human","False Alarm",0.05,1
"New Mexico",2009,"Human","False Alarm",NA,6
"New Mexico",2009,"Human","Natural out",0.05,2
"New Mexico",2009,"Human","Prescribed fire",22,7
"New Mexico",2009,"Human","Prescribed fire",80,1
"New Mexico",2009,"Human","Prescribed fire",262.5,2
"New Mexico",2009,"Human","Prescribed fire",1214,1
"New Mexico",2009,"Human","Support action/Assist fire",0.05,1
"New Mexico",2009,"Human","Support action/Assist fire",2,3
"New Mexico",2009,"Human","Support action/Assist fire",262.5,1
"New Mexico",2009,"Human","Support action/Assist fire",1214,1
"New Mexico",2009,"Human","Support action/Assist fire",5000,1
"New Mexico",2009,"Human","Support action/Assist fire",NA,7
"New Mexico",2009,"Human","Unknown",0.05,52
"New Mexico",2009,"Human","Unknown",2,15
"New Mexico",2009,"Human","Unknown",22,9
"New Mexico",2009,"Human","Unknown",80,2
"New Mexico",2009,"Human","Unknown",262.5,3
"New Mexico",2009,"Natural","Active/Suppressed",0.05,109
"New Mexico",2009,"Natural","Active/Suppressed",2,73
"New Mexico",2009,"Natural","Active/Suppressed",22,15
"New Mexico",2009,"Natural","Active/Suppressed",80,7
"New Mexico",2009,"Natural","Active/Suppressed",262.5,4
"New Mexico",2009,"Natural","Active/Suppressed",1214,8
"New Mexico",2009,"Natural","Active/Suppressed",5000,5
"New Mexico",2009,"Natural","False Alarm",NA,2
"New Mexico",2009,"Natural","Natural out",0.05,12
"New Mexico",2009,"Natural","Natural out",2,2
"New Mexico",2009,"Natural","Support action/Assist fire",0.05,2
"New Mexico",2009,"Natural","Support action/Assist fire",2,1
"New Mexico",2009,"Natural","Support action/Assist fire",22,3
"New Mexico",2009,"Natural","Support action/Assist fire",1214,1
"New Mexico",2009,"Natural","Support action/Assist fire",NA,4
"New Mexico",2009,"Natural","Unknown",0.05,144
"New Mexico",2009,"Natural","Unknown",2,97
"New Mexico",2009,"Natural","Unknown",22,18
"New Mexico",2009,"Natural","Unknown",80,4
"New Mexico",2009,"Natural","Unknown",262.5,9
"New Mexico",2009,"Natural","Unknown",1214,1
"New Mexico",2009,"Natural","Unknown",5000,4
"New Mexico",2009,"Undetermined","Active/Suppressed",2,2
"New Mexico",2009,"Undetermined","Active/Suppressed",22,1
"New Mexico",2010,"","Active/Suppressed",2,1
"New Mexico",2010,"","Active/Suppressed",NA,14
"New Mexico",2010,"","False Alarm",0.05,4
"New Mexico",2010,"","False Alarm",NA,86
"New Mexico",2010,"","Support action/Assist fire",22,2
"New Mexico",2010,"","Support action/Assist fire",NA,111
"New Mexico",2010,"Human","Active/Suppressed",0.05,99
"New Mexico",2010,"Human","Active/Suppressed",2,122
"New Mexico",2010,"Human","Active/Suppressed",22,25
"New Mexico",2010,"Human","Active/Suppressed",80,4
"New Mexico",2010,"Human","Active/Suppressed",262.5,3
"New Mexico",2010,"Human","Active/Suppressed",1214,2
"New Mexico",2010,"Human","Active/Suppressed",5000,1
"New Mexico",2010,"Human","Natural out",2,1
"New Mexico",2010,"Human","Natural out",80,1
"New Mexico",2010,"Human","Prescribed fire",0.05,1
"New Mexico",2010,"Human","Prescribed fire",2,1
"New Mexico",2010,"Human","Prescribed fire",22,9
"New Mexico",2010,"Human","Prescribed fire",80,5
"New Mexico",2010,"Human","Prescribed fire",262.5,5
"New Mexico",2010,"Human","Support action/Assist fire",2,1
"New Mexico",2010,"Human","Support action/Assist fire",22,1
"New Mexico",2010,"Human","Support action/Assist fire",80,2
"New Mexico",2010,"Human","Support action/Assist fire",1214,1
"New Mexico",2010,"Human","Support action/Assist fire",5000,2
"New Mexico",2010,"Human","Support action/Assist fire",NA,4
"New Mexico",2010,"Human","Unknown",0.05,103
"New Mexico",2010,"Human","Unknown",2,28
"New Mexico",2010,"Human","Unknown",22,4
"New Mexico",2010,"Human","Unknown",80,3
"New Mexico",2010,"Human","Unknown",1214,1
"New Mexico",2010,"Natural","Active/Suppressed",0.05,88
"New Mexico",2010,"Natural","Active/Suppressed",2,38
"New Mexico",2010,"Natural","Active/Suppressed",22,22
"New Mexico",2010,"Natural","Active/Suppressed",80,12
"New Mexico",2010,"Natural","Active/Suppressed",262.5,4
"New Mexico",2010,"Natural","Active/Suppressed",NA,1
"New Mexico",2010,"Natural","False Alarm",NA,3
"New Mexico",2010,"Natural","Natural out",0.05,5
"New Mexico",2010,"Natural","Natural out",5000,1
"New Mexico",2010,"Natural","Support action/Assist fire",80,1
"New Mexico",2010,"Natural","Support action/Assist fire",5000,1
"New Mexico",2010,"Natural","Unknown",0.05,121
"New Mexico",2010,"Natural","Unknown",2,66
"New Mexico",2010,"Natural","Unknown",22,14
"New Mexico",2010,"Natural","Unknown",80,5
"New Mexico",2010,"Natural","Unknown",262.5,4
"New Mexico",2010,"Natural","Unknown",1214,3
"New Mexico",2010,"Natural","Unknown",5000,1
"New Mexico",2010,"Undetermined","Active/Suppressed",2,1
"New Mexico",2011,"","Active/Suppressed",NA,10
"New Mexico",2011,"","False Alarm",NA,168
"New Mexico",2011,"","Support action/Assist fire",2,1
"New Mexico",2011,"","Support action/Assist fire",22,1
"New Mexico",2011,"","Support action/Assist fire",NA,165
"New Mexico",2011,"Human","",0.05,1
"New Mexico",2011,"Human","Active/Suppressed",0.05,184
"New Mexico",2011,"Human","Active/Suppressed",2,267
"New Mexico",2011,"Human","Active/Suppressed",22,52
"New Mexico",2011,"Human","Active/Suppressed",80,19
"New Mexico",2011,"Human","Active/Suppressed",262.5,12
"New Mexico",2011,"Human","Active/Suppressed",1214,13
"New Mexico",2011,"Human","Active/Suppressed",5000,9
"New Mexico",2011,"Human","Active/Suppressed",NA,2
"New Mexico",2011,"Human","False Alarm",0.05,1
"New Mexico",2011,"Human","False Alarm",NA,3
"New Mexico",2011,"Human","Natural out",0.05,1
"New Mexico",2011,"Human","Prescribed fire",2,3
"New Mexico",2011,"Human","Prescribed fire",22,3
"New Mexico",2011,"Human","Prescribed fire",262.5,1
"New Mexico",2011,"Human","Prescribed fire",1214,2
"New Mexico",2011,"Human","Support action/Assist fire",0.05,1
"New Mexico",2011,"Human","Support action/Assist fire",2,14
"New Mexico",2011,"Human","Support action/Assist fire",22,11
"New Mexico",2011,"Human","Support action/Assist fire",80,7
"New Mexico",2011,"Human","Support action/Assist fire",262.5,1
"New Mexico",2011,"Human","Support action/Assist fire",1214,6
"New Mexico",2011,"Human","Support action/Assist fire",5000,5
"New Mexico",2011,"Human","Support action/Assist fire",NA,15
"New Mexico",2011,"Human","Unknown",0.05,80
"New Mexico",2011,"Human","Unknown",2,35
"New Mexico",2011,"Human","Unknown",22,11
"New Mexico",2011,"Human","Unknown",80,3
"New Mexico",2011,"Human","Unknown",262.5,3
"New Mexico",2011,"Human","Unknown",1214,1
"New Mexico",2011,"Human","Unknown",5000,5
"New Mexico",2011,"Natural","Active/Suppressed",0.05,95
"New Mexico",2011,"Natural","Active/Suppressed",2,76
"New Mexico",2011,"Natural","Active/Suppressed",22,29
"New Mexico",2011,"Natural","Active/Suppressed",80,11
"New Mexico",2011,"Natural","Active/Suppressed",262.5,20
"New Mexico",2011,"Natural","Active/Suppressed",1214,5
"New Mexico",2011,"Natural","Active/Suppressed",5000,11
"New Mexico",2011,"Natural","Active/Suppressed",NA,3
"New Mexico",2011,"Natural","False Alarm",2,1
"New Mexico",2011,"Natural","False Alarm",NA,4
"New Mexico",2011,"Natural","Natural out",0.05,6
"New Mexico",2011,"Natural","Natural out",2,2
"New Mexico",2011,"Natural","Natural out",22,1
"New Mexico",2011,"Natural","Support action/Assist fire",0.05,1
"New Mexico",2011,"Natural","Support action/Assist fire",2,1
"New Mexico",2011,"Natural","Support action/Assist fire",22,4
"New Mexico",2011,"Natural","Support action/Assist fire",80,3
"New Mexico",2011,"Natural","Support action/Assist fire",262.5,1
"New Mexico",2011,"Natural","Support action/Assist fire",1214,2
"New Mexico",2011,"Natural","Support action/Assist fire",5000,1
"New Mexico",2011,"Natural","Support action/Assist fire",NA,11
"New Mexico",2011,"Natural","Unknown",0.05,223
"New Mexico",2011,"Natural","Unknown",2,138
"New Mexico",2011,"Natural","Unknown",22,35
"New Mexico",2011,"Natural","Unknown",80,5
"New Mexico",2011,"Natural","Unknown",262.5,1
"New Mexico",2011,"Natural","Unknown",1214,7
"New Mexico",2011,"Natural","Unknown",5000,1
"New Mexico",2011,"Undetermined","Active/Suppressed",0.05,2
"New Mexico",2011,"Undetermined","Active/Suppressed",2,6
"New Mexico",2011,"Undetermined","Active/Suppressed",22,1
"New Mexico",2011,"Undetermined","Active/Suppressed",80,2
"New Mexico",2011,"Undetermined","Active/Suppressed",262.5,1
"New Mexico",2011,"Undetermined","Active/Suppressed",1214,1
"New Mexico",2012,"","Active/Suppressed",NA,25
"New Mexico",2012,"","False Alarm",NA,77
"New Mexico",2012,"","Support action/Assist fire",NA,135
"New Mexico",2012,"Human","Active/Suppressed",0.05,120
"New Mexico",2012,"Human","Active/Suppressed",2,115
"New Mexico",2012,"Human","Active/Suppressed",22,24
"New Mexico",2012,"Human","Active/Suppressed",262.5,3
"New Mexico",2012,"Human","Active/Suppressed",1214,2
"New Mexico",2012,"Human","False Alarm",NA,1
"New Mexico",2012,"Human","Natural out",2,1
"New Mexico",2012,"Human","Prescribed fire",0.05,1
"New Mexico",2012,"Human","Prescribed fire",2,3
"New Mexico",2012,"Human","Prescribed fire",22,6
"New Mexico",2012,"Human","Prescribed fire",262.5,3
"New Mexico",2012,"Human","Support action/Assist fire",0.05,1
"New Mexico",2012,"Human","Support action/Assist fire",2,3
"New Mexico",2012,"Human","Support action/Assist fire",1214,1
"New Mexico",2012,"Human","Support action/Assist fire",NA,11
"New Mexico",2012,"Human","Unknown",0.05,102
"New Mexico",2012,"Human","Unknown",2,33
"New Mexico",2012,"Human","Unknown",22,6
"New Mexico",2012,"Human","Unknown",262.5,2
"New Mexico",2012,"Natural","Active/Suppressed",0.05,117
"New Mexico",2012,"Natural","Active/Suppressed",2,52
"New Mexico",2012,"Natural","Active/Suppressed",22,12
"New Mexico",2012,"Natural","Active/Suppressed",80,3
"New Mexico",2012,"Natural","Active/Suppressed",262.5,4
